facility_id,facility_name,county,hospital_type,teaching_rural,bed_size_category,licensed_beds,staffed_beds,occupied_beds,patient_days,discharges,operating_expense,net_patient_revenue,net_income,flag_zero_patient_days,flag_zero_beds,flag_negative_income,utilization_rate,cost_per_patient_day,revenue_per_patient_day,margin_per_patient_day,operating_margin,loss_driver
106010735,ALAMEDA HOSPITAL,Alameda,Comparable,Non-Teaching,200 - 299,247,199,197.062841530055,72125,3098,170961094,116331804,-49049666,False,False,True,0.9902655353269096,2370.344457538995,1612.9192928942807,-680.0646932409012,-0.4216359096434196,Profitable
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,100 - 149,144,91,85.87158469945356,31429,4163,278161273,281742308,9964096,False,False,False,0.9436437879060832,8850.465270928124,8964.405739921729,317.0350949759776,0.035365991251835704,Profitable
106304589,ALISO RIDGE BEHAVIORAL HEALTH,Orange,Comparable,Non-Teaching,100 - 149,119,96,95.7021857923497,35027,3639,38245406,38373079,318422,False,False,False,0.9968977686703093,1091.8835755274501,1095.5285636794472,9.090758557684072,0.008298057083196269,Profitable
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,Comparable,Non-Teaching,300 - 499,393,219,198.379781420765,72607,12323,799988209,764442425,5471817,False,False,False,0.9058437507797489,11018.058988802732,10528.494842095115,75.36211384577244,0.007157919054531805,Profitable
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,Comparable,Non-Teaching,300 - 499,309,211,191.546448087432,70106,12343,637946253,593502188,-18510943,False,False,True,0.9078030715044171,9099.738296294183,8465.7830713491,-264.0422075143354,-0.03118934247298849,High cost structure
106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Comparable,Non-Teaching,50 - 99,66,61,62.1939890710383,22763,2199,38541665,38501014,406233,False,False,False,1.0195735913284967,1693.171594253833,1691.38575758907,17.846197777094407,0.01055122859881041,Profitable
106194010,AMERICAN RECOVERY CENTER,Los Angeles,Comparable,Non-Teaching,150 - 199,173,76,78.21857923497268,28628,1089,9396875,10079192,682317,False,False,False,1.0291918320391142,328.2407083973732,352.07461226770994,23.833903870336734,0.0676956049651599,Profitable
106301097,ANAHEIM COMMUNITY HOSPITAL,Orange,Comparable,Non-Teaching,50 - 99,98,89,87.4180327868852,31995,1698,41270697,38515775,167850,False,False,False,0.9822250874930922,1289.9108298171589,1203.8060634474136,5.246132208157524,0.004357954630278113,Profitable
106301188,ANAHEIM GLOBAL MEDICAL CENTER,Orange,Comparable,Non-Teaching,150 - 199,183,101,92.7021857923497,33929,3273,84536699,73413288,-10910826,False,False,True,0.9178434236866306,2491.5764979810783,2163.732736007545,-321.5781779598573,-0.14862194974838888,Low utilization
106190034,ANTELOPE VALLEY MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,300 - 499,420,264,243.207650273224,89014,18740,519052166,514016380,13834459,False,False,False,0.9212410995197879,5831.129552654638,5774.556586604354,155.41891163187813,0.026914432182102835,Profitable
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,Comparable,Teaching,300 - 499,456,373,366.256830601093,134050,21046,848960502,775591350,50537274,False,False,False,0.9819217978581581,6333.16301380082,5785.836255128684,377.003162998881,0.06515966687869842,Profitable
106400683,ATASCADERO STATE HOSPITAL,San Luis Obispo,State,Non-Teaching,500 +,1275,1035,1047.77595628415,383486,1029,326308707,380557267,54252301,False,False,False,1.0123439191151207,850.9012245557856,992.3628685271431,141.4713992166598,0.14256014982365323,Profitable
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,Sonoma,Comparable,Non-Teaching,100 - 149,144,98,97.9590163934426,35853,3515,57579284,57651178,97063,False,False,False,0.9995817999330877,1605.9823166820072,1607.9875603157336,2.707249044710345,0.001683625614727248,Profitable
106190163,AURORA CHARTER OAK,Los Angeles,Comparable,Non-Teaching,100 - 149,146,146,144.510928961749,52891,6855,58598588,56338201,-2230966,False,False,True,0.9898008832996505,1107.9122724092945,1065.175568622261,-42.18044657881303,-0.039599525018557125,Profitable
106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,118,105,104.945355191257,38410,2161,39018811,43283585,4356201,False,False,False,0.9994795732500666,1015.8503254360844,1126.8832335329341,113.41319968758135,0.10064325771536715,Profitable
106374024,AURORA SAN DIEGO,San Diego,Comparable,Non-Teaching,100 - 149,101,86,85.5109289617486,31297,2489,38684304,42093219,3435723,False,False,False,0.994313127462193,1236.0387257564623,1344.9601878774324,109.77802984311596,0.08162176905501098,Profitable
106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Comparable,Non-Teaching,50 - 99,87,19,18.1366120218579,6638,931,27323696,8009255,-19301423,False,False,True,0.9545585274662053,4116.254293461886,1206.5765290750226,-2907.716631515517,-2.409889933583086,Low utilization
106154044,BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL,Kern,Comparable,Non-Teaching,50 - 99,90,76,75.3743169398907,27587,3272,35017543,32891053,325423,False,False,False,0.9917673281564566,1269.3494399536014,1192.2663935911842,11.796244607967521,0.009893967213515481,Profitable
106150722,BAKERSFIELD MEMORIAL HOSPITAL,Kern,Comparable,Non-Teaching,300 - 499,385,208,197.016393442623,72108,16366,627118767,711505086,147082200,False,False,False,0.9471941992433799,8696.937468796805,9867.214261940422,2039.7487102679315,0.20671981535209996,Profitable
106364121,BALLARD REHABILITATION HOSPITAL,San Bernardino,Comparable,Non-Teaching,50 - 99,60,37,36.7950819672131,13467,914,27232547,26749631,-438985,False,False,True,0.9944616747895433,2022.1687829509171,1986.3095715452587,-32.597089180960864,-0.016410880583735903,Profitable
106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Comparable,Rural,1 - 49,25,8,7.592896174863388,2779,730,50014075,43108231,-6867166,False,False,True,0.9491120218579235,17997.1482547679,15512.137819359481,-2471.092479309104,-0.1593005753356012,High cost structure
106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,105,87,79.1939890710383,28985,712,75596381,72251266,-809643,False,False,True,0.9102757364487161,2608.1207866137656,2492.7122994652404,-27.933172330515784,-0.01120593513198786,Low utilization
106364430,BARSTOW COMMUNITY HOSPITAL,San Bernardino,Comparable,Rural,1 - 49,30,19,17.0792349726776,6251,1802,69538723,81240339,11924307,False,False,False,0.8989071038251368,11124.415773476243,12996.374820028796,1907.583906574948,0.14677815413842624,Profitable
106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Comparable,Rural,100 - 149,111,62,59.6612021857923,21836,1791,173285679,214143810,15859770,False,False,False,0.9622774546095532,7935.779400989192,9806.915643890823,726.3129694083166,0.07406130487731585,Profitable
106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,Comparable,Rural,1 - 49,30,23,22.7704918032787,8334,384,40294387,33860006,5407235,False,False,False,0.9900213827512477,4834.939644828413,4062.8756899448044,648.8162946964243,0.15969385829405938,Profitable
106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Comparable,Non-Teaching,50 - 99,97,97,91.2404371584699,33394,4371,28679315,45911377,16992664,False,False,False,0.9406230634893804,858.8164041444571,1374.8391028328442,508.85380607294724,0.3701188051928828,Profitable
106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,PHF,Non-Teaching,1 - 49,16,16,6.14754098360656,2250,311,5650688,5111033,-539655,False,False,True,0.38422131147541,2511.416888888889,2271.570222222222,-239.84666666666666,-0.10558628754695969,Low utilization
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,300 - 499,318,208,207.644808743169,75998,14503,632788999,661535454,64877176,False,False,False,0.998292349726774,8326.39015500408,8704.642937972052,853.6695176188847,0.0980705956237381,Profitable
106384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,San Francisco,Comparable,Non-Teaching,100 - 149,120,71,64.3907103825137,23567,5303,312143040,192315623,-108338890,False,False,True,0.9069114138382212,13244.920439597743,8160.377774006025,-4597.059023210421,-0.5633389961251354,High cost structure
106384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,San Francisco,Comparable,Non-Teaching,300 - 499,455,373,339.489071038251,124253,20415,1449868970,1419702742,81297365,False,False,False,0.9101583673947747,11668.683814475304,11425.903133123546,654.2889507698003,0.05726365287248279,Profitable
106190155,CALIFORNIA REHABILITATION INSTITUTE,Los Angeles,Comparable,Non-Teaching,100 - 149,138,138,129.23497267759564,47300,3222,133986514,151411057,19392796,False,False,False,0.9364853092579394,2832.6958562367863,3201.0794291754755,409.9956871035941,0.12808044791603299,Profitable
106364050,CANYON RIDGE HOSPITAL,San Bernardino,Comparable,Non-Teaching,150 - 199,157,150,139.256830601093,50968,6722,38007628,62252663,24061948,False,False,False,0.9283788706739532,745.7155077695809,1221.4068238894993,472.09912101710876,0.38652078225151587,Profitable
106190137,CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,Los Angeles,Comparable,Non-Teaching,50 - 99,99,72,70.1939890710383,25691,2050,106657906,88299208,-10258625,False,False,True,0.974916514875532,4151.566930053326,3436.9704565801253,-399.3081234673621,-0.11618026064288142,Profitable
106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Comparable,Rural,1 - 49,12,5,4.12021857923497,1508,33,18689918,13332805,285583,False,False,False,0.824043715846994,12393.844827586207,8841.382625994695,189.3786472148541,0.021419573750609867,Profitable
106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,133,75,52.7868852459016,19320,4493,186105823,166128952,-14624308,False,False,True,0.7038251366120214,9632.806573498965,8598.807039337475,-756.9517598343685,-0.08802985767345357,High cost structure
106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Comparable,Teaching,500 +,915,915,810.699453551912,296716,45014,4307171874,4386711562,1026972821,False,False,False,0.8860103317507235,14516.14295824964,14784.20968872592,3461.130579409267,0.2341099492148465,Profitable
106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,300 - 499,336,206,205.346994535519,75157,16043,277751953,318396186,42573981,False,False,False,0.9968300705607719,3695.6232020969437,4236.414252830741,566.4672751706428,0.13371385359496737,Profitable
106150820,"CENTRAL CALIFORNIA REHABILITATION HOSPITAL, LLC",Kern,Comparable,Non-Teaching,50 - 99,50,32,31.5546448087432,11549,787,26904387,25480629,-1417392,False,False,True,0.986082650273225,2329.585851588882,2206.306087107109,-122.72854792622738,-0.05562625632200838,Profitable
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,Fresno,PHF,Non-Teaching,1 - 49,16,16,10.7513661202186,3935,460,6047535,5922154,1983509,False,False,False,0.6719603825136625,1536.8576874205844,1504.994663278272,504.06836086404064,0.3349303310923694,Profitable
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,Stanislaus,Comparable,Non-Teaching,50 - 99,96,96,97.2404371584699,35590,464,63060204,84308439,23298254,False,False,False,1.012921220400728,1771.8517561112672,2368.879994380444,654.6292216914864,0.27634545576155195,Profitable
106301140,CHAPMAN GLOBAL MEDICAL CENTER,Orange,Comparable,Non-Teaching,100 - 149,114,51,47.36338797814208,17335,1745,55648296,41023797,-14474536,False,False,True,0.9286938819243545,3210.1699451975774,2366.5299682722816,-834.989097202192,-0.35283267416714253,Low utilization
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,Santa Clara,Comparable,Non-Teaching,1 - 49,31,28,23.6612021857923,8660,24,12855529,16296585,3431027,False,False,False,0.8450429352068678,1484.4721709006928,1881.8227482678983,396.19249422632794,0.21053656333520182,Profitable
106304113,CHILDREN'S HOSPITAL AT MISSION,Orange,Comparable,Non-Teaching,50 - 99,54,26,25.1912568306011,9220,1492,77253674,102904975,26545217,False,False,False,0.9688944934846577,8378.923427331887,11161.060195227767,2879.090780911063,0.25795853893361326,Profitable
106190170,CHILDREN'S HOSPITAL LOS ANGELES,Los Angeles,Comparable,Non-Teaching,300 - 499,495,340,324.3633879781421,118717,18075,1807753594,1395809744,-42214365,False,False,True,0.9540099646415944,15227.419779812495,11757.45465266137,-355.5882055644937,-0.0302436382762492,High cost structure
106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Orange,Comparable,Non-Teaching,300 - 499,334,221,220.467213114754,80691,12253,1024010702,1101015601,114418795,False,False,False,0.9975891996142715,12690.51941356533,13644.83772663618,1417.9870741470547,0.10392113871599899,Profitable
106382715,CHINESE HOSPITAL,San Francisco,Comparable,Non-Teaching,50 - 99,88,33,32.7814207650273,11998,1157,154024094,109589658,-17967562,False,False,True,0.9933763868190091,12837.480746791132,9133.993832305385,-1497.5464244040672,-0.16395308031712263,High cost structure
106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Comparable,Non-Teaching,100 - 149,112,49,44.23497267759563,16190,4520,91720792,108889902,19215563,False,False,False,0.9027545444407271,5665.274366893144,6725.750586781965,1186.8785052501544,0.17646781425149966,Profitable
106314029,CIRBY HILLS BEHAVIORAL HEALTH - PHF,Placer,PHF,Non-Teaching,1 - 49,16,16,15.1775956284153,5555,239,5553888,5557640,1138,False,False,False,0.9485997267759563,999.7998199819982,1000.4752475247525,0.20486048604860485,0.00020476317285754385,Profitable
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Los Angeles,Comparable,Non-Teaching,200 - 299,234,232,219.136612021858,80204,9268,2718712088,2592629960,210494048,False,False,False,0.9445543621631811,33897.462570445365,32325.44461622862,2624.4831679217996,0.08118939117713506,Profitable
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Fresno,Comparable,Non-Teaching,300 - 499,352,314,309.472677595628,113267,21443,775584434,735751167,34153125,False,False,False,0.9855817757822548,6847.39980753441,6495.723970794671,301.5275852631393,0.04641939630114104,Profitable
106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,Comparable,Rural,100 - 149,123,63,61.9644808743169,22679,380,57054844,41179557,-15492402,False,False,True,0.9835631884812206,2515.756603024825,1815.7571762423388,-683.1166277172715,-0.3762158490437379,Profitable
106190766,COAST PLAZA HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,117,52,47.8224043715847,17503,3050,64476801,50590977,-13149064,False,False,True,0.919661622530475,3683.7571273495973,2890.417471290636,-751.246300634177,-0.2599092719636547,Low utilization
106190184,COLLEGE HOSPITAL,Los Angeles,Comparable,Non-Teaching,150 - 199,187,178,177.44262295082,64944,3395,81501308,82913346,1711618,False,False,False,0.9968686682630338,1254.9474624291697,1276.6898558758314,26.35529071199803,0.020643455879829044,Profitable
106301155,COLLEGE HOSPITAL COSTA MESA,Orange,Comparable,Non-Teaching,100 - 149,122,113,112.327868852459,41112,4195,89046306,120468042,32819501,False,False,False,0.9940519367474249,2165.944395796848,2930.240367775832,798.2949260556528,0.27243325661423134,Profitable
106190587,COLLEGE MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,200 - 299,221,186,168.46174863387978,61657,7922,178572065,187926960,13209825,False,False,False,0.905708325988601,2896.217217834147,3047.9420017191883,214.24696303744912,0.07029233591603887,Profitable
106361458,COLORADO RIVER MEDICAL CENTER,San Bernardino,Comparable,Rural,1 - 49,25,1,1.01639344262295,372,199,9526808,10196458,2228958,False,False,False,1.01639344262295,25609.698924731183,27409.833333333332,5991.822580645161,0.21860120445746944,Profitable
106060870,COLUSA MEDICAL CENTER,Colusa,Comparable,Rural,1 - 49,48,27,26.5,9699,742,36518081,41192237,5305023,False,False,False,0.9814814814814815,3765.138777193525,4247.06021239303,546.9659758738014,0.12878696051394345,Profitable
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,Comparable,Non-Teaching,50 - 99,81,42,38.7540983606557,14184,3872,68212954,74720825,6804801,False,False,False,0.9227166276346596,4809.147913141568,5267.965665538635,479.7519035532995,0.09106967167452983,Profitable
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Comparable,Non-Teaching,300 - 499,347,233,222.49726775956285,81434,12167,322802509,366744685,45035412,False,False,False,0.954923895963789,3963.9770734582607,4503.581857700715,553.0295945182602,0.12279772234463329,Profitable
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Monterey,Comparable,Non-Teaching,200 - 299,286,212,202.833333333333,74237,14754,760485743,823342107,73728774,False,False,False,0.9567610062893066,10244.025795762222,11090.724396190579,993.1540067621268,0.0895481639687353,Profitable
106270020,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA - OHANA,Monterey,Comparable,Non-Teaching,1 - 49,16,2,1.35245901639344,495,21,18731609,8299916,-6157102,False,False,True,0.67622950819672,37841.63434343434,16767.50707070707,-12438.5898989899,-0.7418270257192965,High cost structure
106560501,COMMUNITY MEMORIAL HOSPITAL - OJAI,Ventura,Comparable,Rural,100 - 149,100,83,81.89617486338798,29974,587,54103628,44529233,-7870822,False,False,True,0.9867009019685299,1805.0186161339827,1485.5952825782344,-262.58830986855276,-0.17675628951435116,Profitable
106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,Ventura,Comparable,Non-Teaching,200 - 299,250,148,147.625683060109,54031,13684,592555384,585932798,35209941,False,False,False,0.9974708314872229,10966.952009031853,10844.381891876885,651.6618422757306,0.06009211486399845,Profitable
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,Fresno,Comparable,Teaching,500 +,921,826,820.494535519126,300301,37703,1620424829,1643868936,279776907,False,False,False,0.993334788764075,5396.002107885089,5474.07080229503,931.6549295540142,0.17019416869131712,Profitable
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,Comparable,Non-Teaching,150 - 199,167,114,112.94262295082,41337,7196,796580938,717157336,70961844,False,False,False,0.9907247627264912,19270.40999588746,17349.041681786293,1716.6665215182525,0.09894878074565217,Profitable
106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,Riverside,Comparable,Non-Teaching,200 - 299,259,186,184.377049180328,67482,11049,263497466,273052148,11113810,False,False,False,0.9912744579587526,3904.7074182745027,4046.296019679322,164.69295515841262,0.04070215188345634,Profitable
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - BAKERSFIELD,Kern,PHF,Non-Teaching,1 - 49,16,13,12.0355191256831,4405,326,5071287,4586363,291369,False,False,False,0.9258091635140846,1151.2569807037457,1041.172077185017,66.14506242905789,0.06352942407742257,Profitable
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,Sacramento,PHF,Non-Teaching,1 - 49,16,16,14.103825136612,5162,352,5045360,5277864,957790,False,False,False,0.88148907103825,977.4041069352963,1022.4455637349864,185.54629988376598,0.1814730353036759,Profitable
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,Sacramento,PHF,Non-Teaching,1 - 49,16,16,14.5245901639344,5316,345,5763171,5436102,223440,False,False,False,0.9077868852459,1084.1179458239278,1022.5925507900678,42.03160270880361,0.041102981511384445,Profitable
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,Santa Clara,PHF,Non-Teaching,1 - 49,16,15,13.3360655737705,4881,331,5869020,5835624,1121428,False,False,False,0.8890710382513666,1202.421634910879,1195.5795943454211,229.7537389879123,0.19216933784630402,Profitable
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,Solano,PHF,Non-Teaching,1 - 49,16,14,12.953551912568306,4741,339,5656318,5248446,820953,False,False,False,0.9252537080405933,1193.0643324193209,1107.0335372284328,173.16030373338958,0.15641829981674576,Profitable
106390846,DAMERON HOSPITAL ASSOCIATION,San Joaquin,Comparable,Non-Teaching,200 - 299,202,34,33.9262295081967,12417,2937,158796395,118135040,-38380558,False,False,True,0.9978302796528441,12788.62809052106,9513.976000644278,-3090.96867198196,-0.3248871630296989,High cost structure
106190232,DEL AMO HOSPITAL,Los Angeles,Comparable,Non-Teaching,150 - 199,166,143,144.53825136612022,52901,6984,45470817,58647892,12913918,False,False,False,1.0107570025602812,859.5455095366817,1108.6348462221886,244.11481824540178,0.22019406937933933,Profitable
106331164,DESERT REGIONAL MEDICAL CENTER,Riverside,Comparable,Non-Teaching,300 - 499,385,287,285.5163934426229,104499,18176,650219258,706486521,60862476,False,False,False,0.9948306391729022,6222.2533995540625,6760.701260299142,582.421611690064,0.08614810642650605,Profitable
106364144,DESERT VALLEY HOSPITAL,San Bernardino,Comparable,Non-Teaching,100 - 149,148,136,133.47267759562845,48851,12669,196597721,242203038,50957916,False,False,False,0.9814167470266798,4024.4359583222454,4957.995496509795,1043.1294344025712,0.21039338077997188,Profitable
106190681,DOCS SURGICAL HOSPITAL,Los Angeles,Comparable,Non-Teaching,1 - 49,17,2,1.11325966850829,403,338,14117499,12747741,-1353518,False,False,True,0.556629834254145,35031.01488833747,31632.111662531017,-3358.605459057072,-0.1061770865912635,High cost structure
106392287,DOCTORS HOSPITAL OF MANTECA,San Joaquin,Comparable,Non-Teaching,50 - 99,73,37,35.4071038251366,12959,2744,118186689,126552995,9106417,False,False,False,0.9569487520307189,9120.046994366849,9765.645111505517,702.7098541554133,0.07195734087525942,Profitable
106331293,DOCTORS HOSPITAL OF RIVERSIDE,Riverside,Comparable,Non-Teaching,150 - 199,193,71,65.207650273224,23866,5537,138548677,129186418,-7486096,False,False,True,0.9184176094820282,5805.274323305121,5412.98994385318,-313.6720020112294,-0.057948011222046576,Low utilization
